Customer_ID,upsell_xsell,acct_age,credit_class,sales_channel,rfm_score,Est_HH_Income,region_US,state_US,cs_ttl_pop,cs_ttl_male,cs_ttl_female,cs_ttl_hhlds,cs_ttl_mdage,handset,data_device_age,equip_age,bill_data_usg_m03,data_usage_amt
1790346,0,58,prime,National Sales,231,"$45,000 ",Pacific,CA,"16,423",49.04,50.96,"6,333",41,Apple,"1,252",18,"2,410",4
2069380,0,31,prime,Indirect,321,"$24,600 ",Great Lakes,OH,"27,628",47.33,52.67,"7,960",22,Apple,852,0,"1,771",24
2932993,0,28,prime,Retail,313,"$25,900 ",Great Lakes,IN,"31,032",47.27,52.73,"10,910",24,Samsung,359,3,"2,509",39
296039,0,23,near prime,Indirect,332,"$21,000 ",South,NC,"27,949",47.22,52.78,"11,735",42,Apple,"1,268",26,"2,688",1
167245,0,46,prime,Retail,222,"$45,300 ",New England,MA,"22,876",49.24,50.76,"8,289",38,Apple,982,36,570,19
512389,0,35,near prime,National Sales,212,"$44,500 ",Great Lakes,OH,"45,783",48.96,51.04,"18,371",33,Samsung,493,34,416,32
2085645,0,51,other,Retail,331,"$32,100 ",Pacific,WA,"25,215",49.78,50.22,"8,795",37,Apple,315,23,"2,483",5
2656502,0,65,prime,National Sales,331,"$22,500 ",Pacific,CA,"78,104",50.28,49.72,"18,575",26,Nokia,53,42,540,5
1285637,0,35,prime,Indirect,212,"$19,000 ",Greater Texas,LA,"27,193",48.85,51.15,"10,765",33,Apple,"1,430",6,"3,527",4
3430983,0,57,near prime,Indirect,322,"$25,100 ",South,KY,"12,675",49.25,50.75,"4,784",34,Apple,731,17,"2,318",65
3932972,0,38,prime,Indirect,332,"$25,700 ",South,AL,"13,710",48.5,51.5,"5,380",37,Apple,"2,034",20,"1,985",1
503256,1,67,prime,Retail,232,"$13,900 ",South,FL,"52,081",47.24,52.76,"18,949",37,Samsung,"1,740",30,"2,139",65
73782,0,48,near prime,Indirect,123,"$14,400 ",Great Lakes,IN,"40,433",49.59,50.41,"15,576",33,LG,"1,265",4,"1,681",26
2211306,0,23,other,Retail,333,"$74,600 ",South,FL,"12,857",50.68,49.32,"4,914",40,Apple,,6,"1,632",12
86513,0,40,prime,National Sales,332,"$24,200 ",Great Lakes,WI,"21,631",49.5,50.5,"7,632",38,Samsung,"1,821",3,"2,292",19
1758189,0,43,prime,National Sales,123,"$30,500 ",Mtn West,CO,"1,407",49.47,50.53,591,45,Apple,"2,312",36,"1,938",5
3032667,0,29,prime,Indirect,222,"$20,100 ",Greater Texas,OK,"28,165",51.13,48.87,"10,626",39,Samsung,512,29,"1,553",5
2773049,0,41,near prime,National Sales,223,"$45,400 ",Greater Texas,TX,"22,212",51.03,48.97,"9,333",32,Apple,"1,973",33,"2,259",3
78314,0,42,near prime,National Sales,322,"$32,700 ",Great Lakes,MN,"23,441",48.14,51.86,"9,855",39,Apple,"1,940",23,"2,448",15
1520706,0,60,prime,Direct,123,"$44,400 ",Pacific,CA,"68,688",50.06,49.94,"17,150",27,Apple,"1,251",24,294,38
3051701,0,46,prime,Retail,312,"$31,400 ",Great Lakes,MI,"26,924",48.15,51.85,"11,169",38,Apple,982,18,"2,932",3
1840137,1,62,prime,Retail,333,"$49,900 ",Great Lakes,MI,"46,320",48.67,51.33,"19,524",24,Apple,982,35,-877,47
3267178,0,32,near prime,National Sales,231,"$45,400 ",South,KY,"26,548",48.59,51.41,"10,287",33,Samsung,474,1,-190,2
1739395,0,46,prime,Retail,232,"$18,800 ",Pacific,CA,"23,975",46.4,53.6,"10,352",37,Apple,982,25,"-1,065",4
2377095,0,31,other,National Sales,332,"$43,400 ",Mid Atlantic,MD,"34,512",48.7,51.3,"12,551",38,Samsung,,25,"8,605",14
2839829,0,64,prime,Retail,311,"$21,100 ",Pacific,CA,"37,277",51.82,48.18,"8,940",26,Apple,681,35,"2,760",25
1973542,0,88,other,Retail,311,"$28,100 ",South,GA,"44,917",46.41,53.59,"14,905",32,LG,,32,"1,246",2
1964739,0,44,prime,Retail,212,"$17,900 ",Pacific,CA,"49,273",50.66,49.34,"14,841",30,HTC,678,35,"1,098",3
2225837,1,65,prime,National Sales,112,"$29,600 ",Pacific,CA,"19,040",49.01,50.99,"7,341",36,Nokia,"2,035",36,295,5
1711347,0,44,prime,National Sales,333,"$68,700 ",South,FL,"31,387",50.13,49.87,"12,588",32,Apple,"1,371",21,"5,102",1
2004635,0,40,other,Retail,312,"$20,800 ",South,FL,"58,895",48.13,51.87,"20,982",35,Samsung,378,33,"2,347",26
3198144,0,24,prime,Branded 3rd Party Retail,221,"$43,600 ",South,NC,"8,256",48.4,51.6,"3,415",39,Samsung,893,35,"-1,423",2
1261567,0,37,prime,Retail,233,"$13,900 ",Southwest,UT,"25,324",50.79,49.21,"7,226",32,LG,"1,416",21,"6,017",5
1240136,0,28,near prime,Retail,232,"$45,100 ",South,FL,"23,853",58.67,41.33,"5,387",24,Apple,448,25,"2,835",4
80087,0,29,prime,Retail,111,"$30,600 ",Pacific,OR,"45,364",49.62,50.38,"16,399",36,HTC,4,26,368,12
1232873,0,56,other,National Sales,311,"$29,700 ",South,FL,"49,279",47.7,52.3,"16,665",31,LG,246,26,"1,251",1
3999465,0,69,prime,National Sales,321,"$24,400 ",Midwest,MO,"4,596",48.69,51.31,"1,648",35,Samsung,"1,215",25,"2,290",2
2704817,0,46,prime,Retail,113,"$11,000 ",New England,CT,"15,303",48.72,51.28,"5,525",36,Apple,982,37,-73,67
3976102,0,36,prime,Retail,123,"$44,100 ",New England,VT,,NA,NA,,NA,Apple,"1,145",24,"1,265",4
1456248,0,38,other,Retail,233,"$44,300 ",Pacific,CA,"32,552",49.29,50.71,"11,300",36,Apple,36,19,"2,311",3
2488656,0,45,prime,Retail,133,"$30,200 ",Midwest,IA,"31,148",48.76,51.24,"11,778",33,Apple,565,35,"3,627",4
104484,0,24,near prime,Retail,122,"$24,600 ",South,TN,"6,499",50.32,49.68,"2,474",36,Samsung,"1,638",35,903,16
3499563,0,60,prime,Indirect,131,"$65,200 ",Great Lakes,IL,"56,971",51.87,48.13,"16,204",27,Apple,659,1,"1,689",15
3182366,0,41,prime,Retail,113,"$29,200 ",Greater Texas,TX,,NA,NA,,NA,Apple,"1,849",33,"1,239",47
2871567,0,53,near prime,National Sales,333,"$45,100 ",Mid Atlantic,PA,"12,155",48.84,51.16,"5,087",42,Apple,"1,207",35,"3,523",12
3548370,0,48,prime,Retail,232,"$29,800 ",Great Lakes,OH,"27,560",49.01,50.99,"10,439",29,Apple,"1,281",30,-414,2
2597503,0,29,near prime,National Sales,131,"$44,300 ",Pacific,CA,"18,303",49.55,50.45,"5,817",33,Apple,546,35,"4,313",5
3945322,0,40,near prime,Retail,231,"$18,600 ",Mid Atlantic,NY,"69,840",47.87,52.13,"31,511",38,HTC,27,25,"1,345",3
2307182,0,33,near prime,National Sales,232,"$16,200 ",Mid Atlantic,VA,"4,030",49.65,50.35,"1,534",30,Samsung,"1,006",42,"1,074",3
640576,0,42,prime,Retail,311,"$22,300 ",South,MS,"26,653",45.57,54.43,"9,558",35,Samsung,588,28,"1,851",2
3848707,0,34,near prime,Retail,132,"$14,000 ",Greater Texas,TX,"39,706",50.14,49.86,"13,833",30,Apple,"2,011",34,"1,732",2
1917805,0,69,other,Retail,133,"$13,900 ",Southwest,NV,"25,795",50.17,49.83,"10,625",39,Samsung,347,1,"2,624",2
439413,1,43,prime,National Sales,123,"$63,700 ",South,FL,"19,594",45.61,54.39,"9,288",50,Nokia,"1,589",25,"1,135",29
2667155,0,35,near prime,National Sales,122,"$43,600 ",Great Lakes,IN,"28,472",47.96,52.04,"11,931",38,HTC,776,20,"1,318",1
349408,0,48,near prime,Indirect,312,"$32,600 ",Greater Texas,TX,"36,388",48.73,51.27,"12,303",32,Samsung,"2,192",41,"2,946",15
936035,0,39,near prime,Retail,332,"$29,400 ",Great Lakes,IL,"52,542",48.09,51.91,"21,196",35,Apple,854,0,"1,352",3
3275286,0,41,prime,Branded 3rd Party Retail,221,"$11,100 ",South,FL,"43,347",47.36,52.64,"13,104",34,Apple,253,18,276,67
685365,0,53,prime,Direct,313,"$32,200 ",South,TN,"22,109",46.32,53.68,"8,230",32,Samsung,"1,195",26,"2,191",2
3216349,1,48,near prime,Indirect,131,"$29,500 ",Midwest,MO,"11,046",49.08,50.92,"3,637",35,Apple,"1,977",0,"1,086",11
3564285,0,68,prime,Indirect,322,"$30,300 ",Pacific,OR,"8,429",50.68,49.32,"3,239",32,Samsung,"1,007",23,"1,989",3
1751744,0,51,near prime,Retail,312,"$25,400 ",New England,CT,"29,274",47,53,"12,006",42,LG,"1,504",0,"2,025",1
980632,0,58,prime,Retail,221,"$44,600 ",Pacific,WA,"22,355",47.68,52.32,"8,903",34,Motorola,346,32,"2,602",65
1997803,0,38,near prime,Retail,212,"$43,600 ",Greater Texas,TX,"7,699",48.88,51.12,"2,780",35,Apple,574,33,980,1
2933754,0,38,prime,Retail,312,"$21,000 ",Greater Texas,TX,"25,517",48.53,51.47,"9,340",37,Samsung,"1,335",30,"3,866",2
84656,0,46,prime,Retail,333,"$49,000 ",South,FL,"21,661",47.53,52.47,"9,380",55,Apple,982,41,"5,224",24
689831,0,51,prime,Retail,331,"$53,000 ",Great Lakes,MN,"38,278",47.09,52.91,"17,167",41,Apple,982,37,"4,452",16
2177757,0,35,near prime,Indirect,232,"$44,800 ",Great Lakes,WI,"7,740",49.07,50.93,"3,114",39,Samsung,"1,808",22,"4,525",27
236506,0,52,near prime,Indirect,221,"$30,900 ",Mid Atlantic,MD,"11,975",46.48,53.52,"4,744",41,Apple,726,18,"1,421",3
1129824,0,54,prime,National Sales,212,"$30,900 ",Greater Texas,TX,"25,859",48.96,51.04,"10,005",42,LG,881,10,"2,271",4
226329,0,57,prime,Retail,221,"$18,800 ",New England,MA,"13,138",48.49,51.51,"5,288",29,Apple,982,0,"1,953",25
258379,0,32,near prime,Retail,331,"$28,300 ",Mid Atlantic,NJ,"19,064",49.88,50.12,"5,893",31,Apple,380,22,657,2
3553457,0,79,near prime,Retail,311,"$22,600 ",Pacific,CA,"8,657",50.34,49.66,"2,631",33,LG,209,26,"2,704",2
1964278,0,49,prime,Indirect,113,"$31,000 ",Midwest,MO,"20,186",47.38,52.62,"7,789",32,Apple,5,1,"2,380",2
266188,1,45,near prime,Retail,331,"$21,700 ",Mid Atlantic,NJ,"21,677",47.05,52.95,"6,402",28,HTC,,32,"1,400",2
1847029,0,53,prime,Retail,133,"$45,700 ",Great Lakes,WI,"33,729",49.48,50.52,"12,918",36,Apple,"1,629",25,"2,991",3
1158908,0,59,prime,Retail,222,"$43,700 ",Mid Atlantic,NY,"4,225",50.11,49.89,"1,545",35,Apple,982,36,"3,687",2
186094,0,22,near prime,Retail,123,"$45,200 ",Southwest,AZ,"15,662",49.21,50.79,"6,113",40,Motorola,388,21,834,24
919943,0,49,prime,Indirect,232,"$16,500 ",Great Lakes,OH,"22,888",48.78,51.22,"8,273",40,Apple,"2,163",27,"1,300",1
3485765,1,91,near prime,Retail,322,"$21,200 ",South,NC,"17,178",49.51,50.49,"6,508",35,Apple,,9,"3,407",30
1878586,0,46,risky,Indirect,233,"$11,000 ",Mid Atlantic,DC,"57,444",46.29,53.71,"22,751",40,Apple,"1,685",36,158,57
724778,0,34,other,National Sales,331,"$21,300 ",Pacific,CA,"98,226",58.21,41.79,"27,573",24,Samsung,266,23,"2,541",2
1111711,0,75,prime,Indirect,113,"$17,800 ",Greater Texas,TX,"35,737",49.31,50.69,"12,132",34,Samsung,"1,942",41,"1,911",4
3900558,0,46,prime,Retail,131,"$29,700 ",Pacific,CA,"73,671",51.06,48.94,"24,579",31,Apple,982,34,733,2
75536,0,56,other,Retail,232,"$45,400 ",Great Lakes,IN,,NA,NA,,NA,Apple,92,1,951,2
1471636,0,55,near prime,National Sales,233,"$19,400 ",South,TN,"30,951",49.21,50.79,"11,888",31,HTC,461,1,"4,442",16
3598434,0,30,prime,National Sales,231,"$16,300 ",Pacific,CA,"69,830",51.11,48.89,"14,386",24,Samsung,"1,148",21,736,19
1082692,0,46,prime,Retail,123,"$17,800 ",New England,CT,"4,094",49.19,50.81,"1,527",38,Apple,982,6,"1,120",42
2231874,0,52,prime,Retail,123,"$29,500 ",Greater Texas,TX,"43,817",48.92,51.08,"9,641",22,Apple,620,26,"2,003",5
406643,0,46,prime,Retail,113,"$17,200 ",Southwest,UT,"48,492",47.68,52.32,"12,182",22,Apple,982,20,"2,974",2
3686645,0,103,prime,National Sales,222,"$18,500 ",Mtn West,CO,"32,119",49.18,50.82,"15,508",35,Apple,"1,304",33,"5,164",4
1706195,1,48,prime,Retail,121,"$14,200 ",Pacific,CA,"18,180",57.09,42.91,"4,603",29,Apple,982,0,563,63
26113,0,52,near prime,National Sales,132,"$45,200 ",Mid Atlantic,NJ,"17,316",50.23,49.77,"5,390",39,HTC,"1,121",39,847,3
2287634,0,29,prime,National Sales,323,"$33,100 ",Greater Texas,TX,"8,601",48.42,51.58,"3,216",37,Samsung,738,0,"2,897",54
2061323,0,55,prime,Indirect,232,"$19,400 ",South,SC,"36,451",50.44,49.56,"14,881",31,Motorola,,38,189,16
2650933,0,57,prime,Branded 3rd Party Retail,333,"$76,200 ",Mid Atlantic,WV,,NA,NA,,NA,Apple,247,2,"6,372",18
1960132,0,29,other,Branded 3rd Party Retail,221,"$43,300 ",Pacific,CA,"40,258",50.06,49.94,"14,663",35,Apple,,19,-43,28
326740,0,26,other,National Sales,321,"$31,900 ",Pacific,WA,"38,753",49.02,50.98,"15,560",38,Apple,59,16,"1,566",3
74617,0,46,prime,Retail,331,"$33,400 ",Great Lakes,OH,"13,570",44.94,55.06,"5,321",22,Apple,982,24,"5,136",2
3057890,0,46,prime,Retail,211,"$30,400 ",South,FL,"27,057",45.73,54.27,"12,143",26,Apple,982,24,"1,284",3
3647057,0,72,prime,National Sales,233,"$13,900 ",South,TN,"15,134",45.99,54.01,"5,737",35,Apple,"1,722",42,"6,020",4
1264362,0,56,prime,Retail,131,"$66,200 ",Mid Atlantic,NY,"26,379",46.12,53.88,"8,861",37,Apple,547,3,"2,009",1
828523,0,39,near prime,National Sales,211,"$30,100 ",Great Lakes,MI,"20,824",48.93,51.07,"7,530",37,Apple,315,27,864,45
1365625,0,46,prime,Retail,132,"$14,300 ",South,FL,"29,483",47.94,52.06,"11,774",36,Apple,982,18,"1,334",3
3036736,0,46,prime,Retail,112,"$30,800 ",Greater Texas,TX,"26,851",50.28,49.72,"9,846",34,Apple,982,35,573,3
1881710,0,64,prime,Retail,323,"$35,000 ",Greater Texas,TX,"24,159",46.28,53.72,"8,745",35,Nokia,"1,404",27,"4,241",16
2311774,0,46,prime,Retail,332,"$20,600 ",Pacific,CA,"25,350",50.17,49.83,"9,160",30,Apple,982,37,544,55
3906164,0,48,prime,National Sales,112,"$13,900 ",South,MS,"9,539",48.64,51.36,"3,424",33,Nokia,"2,195",26,"1,287",31
3754475,1,32,near prime,Retail,221,"$45,400 ",Pacific,CA,"22,460",47.79,52.21,"7,470",38,Apple,797,23,-877,41
1355739,0,54,near prime,Indirect,213,"$11,100 ",South,TN,"12,294",49.39,50.61,"4,863",37,Apple,"1,676",37,175,14
9933,1,53,prime,Retail,322,"$20,800 ",Mid Atlantic,VA,"35,592",47.2,52.8,"14,104",41,Apple,"2,277",5,"1,532",5
3452562,0,37,other,Branded 3rd Party Retail,213,"$44,300 ",Mid Atlantic,NJ,"31,872",48.17,51.83,"12,470",39,Apple,,19,"2,036",3
2609889,0,22,other,National Sales,321,"$23,200 ",Great Lakes,OH,"27,679",46.54,53.46,"11,331",34,Apple,100,0,953,4
198174,0,57,prime,Retail,132,"$45,600 ",Great Lakes,MI,"8,567",51,49,"3,011",38,Apple,"1,097",2,"2,369",3
3085832,0,47,near prime,National Sales,133,"$29,900 ",Great Lakes,IL,"23,570",49,51,"8,961",41,Apple,323,1,"2,629",29
585443,0,65,near prime,Indirect,112,"$14,300 ",Mid Atlantic,NY,"59,142",43.88,56.12,"20,044",35,LG,"1,057",27,317,58
1582035,0,29,near prime,National Sales,113,"$11,100 ",South,MS,"9,747",51.4,48.6,"3,044",33,HTC,"1,804",24,912,13
2887052,0,56,near prime,Retail,131,"$14,200 ",South,AL,"17,616",47,53,"7,580",42,Apple,574,36,"1,725",3
568502,0,46,prime,Retail,312,"$22,500 ",Pacific,CA,"46,851",48.89,51.11,"15,146",36,Apple,982,28,"1,354",29
3934318,0,68,prime,National Sales,313,"$24,100 ",Great Lakes,IL,"24,207",48.15,51.85,"9,731",39,LG,155,41,"1,184",1
2640975,0,46,prime,Retail,313,"$29,400 ",Pacific,CA,"39,887",48.03,51.97,"14,457",37,Apple,982,11,"3,704",4
3509260,0,46,prime,Retail,232,"$17,700 ",Mid Atlantic,WV,"12,610",48.8,51.2,"5,026",39,Apple,982,1,"3,017",15
2791359,0,59,prime,Indirect,321,"$21,600 ",Great Lakes,IL,"79,469",49.38,50.62,"22,813",25,LG,"1,064",1,-338,3
3429588,1,46,prime,Retail,133,"$45,100 ",South,FL,"38,441",54.44,45.56,"23,493",38,Apple,982,5,"2,317",14
2797907,0,30,prime,Indirect,332,"$29,400 ",Mtn West,ID,"14,776",49.4,50.6,"5,533",39,Apple,"1,192",23,"3,098",45
2955441,0,46,prime,Retail,133,"$44,400 ",Southwest,UT,,NA,NA,,NA,Apple,982,5,"4,892",31
2471362,0,23,other,National Sales,321,"$20,600 ",Mid Atlantic,PA,"14,154",49.96,50.04,"4,941",36,Apple,108,0,"2,482",24
704341,0,48,near prime,Branded 3rd Party Retail,311,"$41,200 ",New England,MA,"2,988",48.76,51.24,"1,115",35,LG,713,20,"1,846",4
243874,0,58,prime,National Sales,222,"$16,200 ",Great Lakes,IN,"6,392",48.48,51.52,"2,588",39,HTC,76,21,135,31
736011,0,43,near prime,Retail,311,"$22,000 ",South,FL,"11,709",48.84,51.16,"4,545",39,Apple,96,22,863,3
2624384,0,47,risky,National Sales,122,"$45,600 ",Mtn West,CO,"30,285",49.11,50.89,"12,129",31,Apple,"1,201",6,-54,30
1767119,0,42,prime,National Sales,221,"$43,600 ",Southwest,AZ,"17,593",49.3,50.7,"8,437",64,Samsung,"1,745",25,"1,555",4
184509,1,47,prime,Retail,311,"$28,600 ",South,NC,"20,811",49.05,50.95,"7,912",36,Apple,0,35,"2,666",1
1098315,0,32,prime,Retail,212,"$45,400 ",Mid Atlantic,DC,"11,795",47.46,52.54,"6,875",41,Apple,"1,648",22,719,2
1959245,0,26,near prime,Retail,212,"$18,800 ",South,TN,"3,846",47.06,52.94,"1,174",23,Motorola,192,1,-910,4
1579238,0,49,prime,Retail,211,"$30,700 ",South,FL,,NA,NA,,NA,Samsung,"1,624",28,527,32
829033,1,43,near prime,Indirect,133,"$43,600 ",Southwest,NV,"39,478",49.6,50.4,"14,993",35,Nokia,"2,562",4,"1,138",35
1481876,0,58,prime,Retail,221,"$45,700 ",Pacific,CA,"7,323",47.13,52.87,"3,042",44,Samsung,"2,143",27,-289,3
1730941,0,30,prime,Retail,231,"$19,400 ",Midwest,MO,"49,680",46.89,53.11,"22,080",41,Samsung,"1,647",0,"3,260",4
126078,0,49,prime,National Sales,132,"$29,700 ",Midwest,MO,"34,424",46.49,53.51,"13,168",31,HTC,349,21,"2,895",3
1001939,1,56,near prime,National Sales,312,"$24,100 ",Mid Atlantic,PA,"48,483",46.89,53.11,"18,997",36,Apple,,25,"2,380",5
3773174,0,46,prime,Retail,121,"$43,600 ",Great Lakes,MI,"42,299",50.5,49.5,"14,572",31,Apple,982,25,-611,1
75555,0,43,near prime,National Sales,111,$0 ,Mid Atlantic,NY,"18,847",48.62,51.38,"6,362",38,HTC,633,36,335,4
2325006,1,32,prime,Indirect,312,"$37,500 ",Mid Atlantic,NJ,"32,465",46.85,53.15,"12,318",39,Samsung,"1,567",34,"1,616",12
2283085,0,46,prime,Retail,313,"$20,200 ",Greater Texas,TX,"22,975",47.41,52.59,"9,074",37,Apple,982,0,"2,258",49
2124025,0,29,prime,National Sales,113,"$13,800 ",Greater Texas,TX,"39,520",50.16,49.84,"14,554",33,Apple,58,33,"1,412",1
3818749,0,47,prime,Indirect,311,"$30,500 ",Pacific,CA,"25,359",49.17,50.83,"7,034",29,Nokia,285,23,"3,315",2
3803421,0,41,near prime,Retail,231,"$30,400 ",Greater Texas,LA,"28,397",47.04,52.96,"10,327",35,LG,435,8,"3,622",47
629663,0,33,near prime,Retail,232,"$11,100 ",Mtn West,CO,"30,088",50.31,49.69,"10,666",35,Apple,288,39,"2,082",4
83741,0,35,prime,Indirect,232,"$18,600 ",South,KY,"18,828",49.75,50.25,"7,392",38,Apple,"1,775",36,"1,767",48
3547446,0,57,prime,Retail,133,"$22,500 ",Mid Atlantic,NY,"22,411",44.93,55.07,"9,669",41,Apple,398,24,"5,387",4
1034903,0,46,prime,Retail,122,"$44,900 ",Southwest,NV,"39,779",51.84,48.16,"15,088",37,Apple,982,40,"1,571",4
917436,0,34,other,Branded 3rd Party Retail,113,"$45,100 ",Greater Texas,OK,"21,320",46.5,53.5,"10,331",42,Nokia,,34,-349,20
3152637,0,39,near prime,Retail,121,"$45,300 ",Great Lakes,MI,"17,739",51.71,48.29,"7,277",37,LG,258,0,"1,711",24
824718,0,24,other,Retail,313,"$45,100 ",Great Lakes,IN,"18,722",49.99,50.01,"7,829",31,LG,127,2,"1,736",4
363580,1,28,near prime,Retail,122,"$30,200 ",South,FL,"41,043",48.56,51.44,"15,356",36,HTC,16,22,"1,476",32
924370,0,48,near prime,National Sales,132,"$14,500 ",Great Lakes,MN,"18,592",49.63,50.37,"7,449",37,LG,855,27,"1,894",3
3686244,0,35,prime,Retail,231,"$30,900 ",Greater Texas,TX,"34,655",49.78,50.22,"12,808",37,HTC,"1,052",34,"1,761",1
2207387,1,64,prime,Indirect,312,"$114,700 ",South,SC,"7,778",48.97,51.03,"2,978",36,Motorola,"1,877",35,"10,310",1
2453500,0,37,other,Retail,231,"$44,400 ",Midwest,IA,"6,938",48.23,51.77,"2,786",41,Samsung,,34,"1,742",2
1988045,0,46,prime,Retail,113,"$97,200 ",South,FL,"33,667",45.92,54.08,"12,574",37,Apple,982,2,"1,196",45
1429280,0,35,prime,National Sales,132,"$29,700 ",Great Lakes,IN,"23,498",46.98,53.02,"9,125",33,LG,660,24,"2,135",11
268422,1,39,other,National Sales,111,"$11,100 ",Mid Atlantic,NY,"2,027",49.38,50.62,678,36,Apple,,3,"2,460",12
13283,0,47,prime,Indirect,322,"$33,500 ",Great Lakes,IL,"74,963",43.92,56.08,"29,870",38,Apple,153,32,"2,246",4
3974958,1,26,other,Retail,122,"$45,700 ",New England,MA,"48,129",47.89,52.11,"18,581",40,Apple,32,7,848,3
3316975,0,46,prime,Retail,112,"$33,300 ",Great Lakes,IL,,NA,NA,,NA,Apple,982,1,"1,257",1
2105814,0,62,prime,National Sales,111,"$44,800 ",South,TN,"7,044",47.22,52.78,"2,770",38,HTC,737,21,"2,278",20
315181,0,59,prime,Indirect,231,"$44,200 ",Greater Texas,OK,"14,327",48.68,51.32,"5,722",37,LG,"1,409",22,"2,021",3
3247895,0,46,prime,Retail,213,"$19,600 ",Greater Texas,TX,"29,622",47.26,52.74,"12,248",35,Apple,982,0,"2,122",22
80872,0,40,near prime,Retail,232,"$16,200 ",Greater Texas,TX,"16,153",49.43,50.57,"5,708",35,Apple,0,4,"1,348",30
605856,0,34,prime,Indirect,113,"$44,900 ",Great Lakes,MI,"7,356",46.66,53.34,"3,006",45,Samsung,910,36,-81,3
2772350,0,40,near prime,Retail,212,"$13,800 ",Greater Texas,AR,"20,233",47.76,52.24,"7,599",33,Apple,,27,134,14
418348,0,58,prime,National Sales,132,"$44,800 ",South,GA,"21,270",50.24,49.76,"7,514",33,Apple,"1,708",0,-238,13
1733714,1,25,near prime,Indirect,121,"$44,500 ",South,FL,"28,554",48.38,51.62,"16,001",53,Apple,"1,628",41,"2,428",55
3797612,1,35,prime,Retail,222,"$44,000 ",Mid Atlantic,PA,"11,955",45.29,54.71,"4,338",39,Apple,"1,234",30,"1,310",4
1703629,0,46,prime,Retail,112,"$45,700 ",Mid Atlantic,NJ,"15,931",49.46,50.54,"6,214",40,Apple,982,22,446,43
134588,0,46,prime,Retail,111,"$14,300 ",South,FL,"57,079",46.73,53.27,"17,704",41,Apple,982,33,927,3
2458398,0,58,prime,Branded 3rd Party Retail,231,"$18,200 ",South,FL,"30,491",48.22,51.78,"11,532",36,Apple,131,25,"2,486",26
1269351,0,43,prime,National Sales,232,"$11,000 ",New England,MA,"14,605",48.83,51.17,"5,263",37,Apple,"1,976",34,"4,672",26
1621521,0,54,prime,Direct,113,"$18,500 ",Pacific,CA,"40,824",49.62,50.38,"13,026",32,HTC,19,2,"1,062",18
3337525,0,52,prime,National Sales,233,"$13,800 ",Southwest,AZ,"18,695",49.78,50.22,"6,760",36,Apple,"1,237",1,"4,709",13
613215,0,38,prime,Branded 3rd Party Retail,113,"$29,700 ",Pacific,AK,"21,307",49.7,50.3,"7,477",34,LG,157,36,613,4
589990,0,38,near prime,National Sales,132,"$19,400 ",Great Lakes,MN,"18,592",49.63,50.37,"7,449",37,LG,709,2,"1,258",17
2885413,0,38,prime,Branded 3rd Party Retail,133,"$43,800 ",New England,RI,"37,382",50.48,49.52,"14,563",41,LG,"1,669",35,"4,084",18
3039542,0,34,near prime,Indirect,222,"$43,800 ",Greater Texas,OK,"19,849",50.14,49.86,"7,207",29,Samsung,"1,064",36,-154,3
3797037,0,24,prime,Indirect,232,"$45,200 ",Great Lakes,MN,"2,789",50.02,49.98,"1,264",49,Apple,"1,819",20,310,2
2641590,0,49,prime,Retail,333,"$21,600 ",South,TN,"30,568",49.67,50.33,"12,245",37,LG,"1,749",2,"4,067",5
2991469,0,35,near prime,Retail,233,"$17,400 ",Greater Texas,TX,"53,184",51.73,48.27,"18,712",30,Samsung,"1,200",25,-85,20
3080206,0,46,prime,Retail,312,"$31,900 ",South,TN,"23,829",48.84,51.16,"8,607",34,Apple,982,23,"1,898",3
3520435,0,27,near prime,Retail,221,"$30,400 ",Greater Texas,TX,"27,924",49.73,50.27,"8,988",34,Apple,508,4,-105,4
1467982,0,74,prime,National Sales,313,"$29,700 ",Greater Texas,TX,"40,661",55.42,44.58,"17,080",24,Nokia,"1,666",38,"2,368",3
3934492,0,39,near prime,National Sales,121,"$29,600 ",Great Lakes,MI,"2,232",49.51,50.49,822,39,Apple,183,36,815,2
3483168,0,38,prime,Retail,221,"$44,500 ",Southwest,UT,"37,134",50.31,49.69,"12,275",26,Samsung,936,1,"2,189",5
2166838,0,26,near prime,Retail,113,"$44,500 ",Mid Atlantic,WV,,NA,NA,,NA,Apple,187,32,"1,574",11
1280433,0,46,prime,Retail,133,"$14,300 ",Mid Atlantic,VA,"29,380",49.99,50.01,"10,997",30,Apple,982,19,"1,826",2
3848610,1,25,near prime,Retail,122,"$45,300 ",Greater Texas,TX,"22,941",47.33,52.67,"8,676",35,HTC,198,17,"1,115",4
1574850,0,27,near prime,Indirect,231,"$45,100 ",New England,MA,"23,494",48.28,51.72,"8,666",40,Samsung,515,35,"2,235",32
3938173,0,36,prime,Retail,112,"$30,400 ",Mid Atlantic,PA,"34,619",47.34,52.66,"14,030",41,HTC,"1,124",21,-915,25
77332,0,34,near prime,Branded 3rd Party Retail,223,"$20,100 ",South,GA,"31,836",49.39,50.61,"11,075",31,LG,733,21,"2,013",17
814394,0,55,prime,National Sales,112,"$29,600 ",New England,RI,"7,030",46.32,53.68,"1,129",20,HTC,670,23,"1,574",2
3906480,0,46,near prime,Indirect,332,"$22,900 ",Pacific,CA,"46,910",49.68,50.32,"14,698",38,LG,899,0,"3,689",13
